"file","page_type","bucket","current_indexation_risk","recommended_action","reason"
"gilchrist-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"gilchrist-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"gilchrist-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"gilchrist-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"gilchrist-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"glades-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"glades-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"glades-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"glades-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"glades-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"glades-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"glades-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"glades-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"glades-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"glades-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"gulf-coast.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"gulf-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"gulf-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"gulf-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"gulf-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"gulf-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"gulf-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"gulf-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"gulf-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"gulf-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"gulf-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"hamilton-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"hamilton-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hamilton-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hamilton-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hamilton-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hamilton-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hamilton-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hamilton-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hamilton-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hamilton-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"hardee-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"hardee-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hardee-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hardee-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hardee-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hardee-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hardee-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hardee-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hardee-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hardee-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"hendry-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"hendry-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hendry-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hendry-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hendry-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hendry-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hendry-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hendry-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hendry-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hendry-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"hernando-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"hernando-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hernando-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hernando-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hernando-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hernando-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hernando-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hernando-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hernando-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hernando-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"highlands-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"highlands-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"highlands-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"highlands-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"highlands-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"highlands-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"highlands-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"highlands-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"highlands-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"highlands-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"hillsborough-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"hillsborough-county-divorce.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"hillsborough-county-foreclosure.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"hillsborough-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hillsborough-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hillsborough-county-rental.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"hillsborough-county-repairs.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"hillsborough-county-urgent-sale.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"hillsborough-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"hillsborough-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"holmes-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"holmes-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"holmes-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"holmes-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"holmes-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"holmes-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"holmes-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"holmes-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"holmes-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"holmes-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"how-it-works.html","core service page","A","Low","Keep indexable now","Core conversion or discovery page with clear statewide business relevance."
"index.html","homepage","A","Low","Keep indexable now","Core conversion or discovery page with clear statewide business relevance."
"indian-river-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"indian-river-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"indian-river-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"indian-river-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"indian-river-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"indian-river-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"indian-river-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"indian-river-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"indian-river-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"indian-river-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"inherited-property-counties.html","utility directory","C","High","Noindex, follow for now","Large county-plus-situation directory pages create crawl paths but are too thin and repetitive for indexing."
"inherited-property-story.html","testimonial / story page","C","High","Noindex, follow for now","Proof-style content depends on composite or unverifiable local claims and should not be used as an index signal."
"inherited-property.html","core service page","A","Medium","Keep indexable now","Strong statewide intent page that can support internal linking into local pages."
"jackson-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"jackson-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jackson-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jackson-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jackson-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jackson-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jackson-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jackson-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jackson-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jackson-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"jacksonville-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"jacksonville.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"jefferson-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"jefferson-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jefferson-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jefferson-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jefferson-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jefferson-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jefferson-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jefferson-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jefferson-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"jefferson-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"kissimmee-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"kissimmee.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"lafayette-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"lafayette-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lafayette-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lafayette-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lafayette-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lafayette-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lafayette-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lafayette-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lafayette-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lafayette-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"lake-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"lake-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lake-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lake-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lake-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lake-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lake-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lake-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lake-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lake-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"lakeland-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"lakeland.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"lee-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"lee-county-divorce.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"lee-county-foreclosure.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"lee-county-inherited-property.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"lee-county-probate.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"lee-county-rental.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"lee-county-repairs.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"lee-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"lee-county-vacant-home.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"lee-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"leon-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"leon-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"leon-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"leon-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"leon-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"leon-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"leon-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"leon-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"leon-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"leon-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"levy-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"levy-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"levy-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"levy-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"levy-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"levy-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"levy-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"levy-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"levy-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"levy-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"liberty-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"liberty-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"liberty-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"liberty-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"liberty-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"liberty-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"liberty-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"liberty-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"liberty-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"liberty-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"madison-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"madison-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"madison-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"madison-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"madison-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"madison-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"madison-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"madison-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"madison-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"madison-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"major-repairs-needed-counties.html","utility directory","C","High","Noindex, follow for now","Large county-plus-situation directory pages create crawl paths but are too thin and repetitive for indexing."
"major-repairs-needed.html","core service page","A","Medium","Keep indexable now","Strong statewide intent page that can support internal linking into local pages."
"major-repairs-story.html","testimonial / story page","C","High","Noindex, follow for now","Proof-style content depends on composite or unverifiable local claims and should not be used as an index signal."
"manatee-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"manatee-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"manatee-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"manatee-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"manatee-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"manatee-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
